Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0014567				cyc_02378																	
OG0014568				cyc_02382																	
OG0014569				cyc_02385																	
OG0014570				cyc_02386																	
OG0014571				cyc_07701																	
OG0014572				cyc_04456																	
OG0014573				cyc_09395																	
OG0014574				cyc_01793																	
OG0014575				cyc_01799																	
OG0014576				cyc_01806																	
OG0014577				cyc_01808																	
OG0014578				cyc_07532																	
OG0014579				cyc_07533																	
OG0014580				cyc_07537																	
OG0014581				cyc_03681																	
OG0014582				cyc_03684																	
OG0014583				cyc_03685																	
OG0014584				cyc_06858																	
OG0014585				cyc_06865																	
OG0014586				cyc_03290																	
OG0014587				cyc_03291																	
OG0014588				cyc_03292																	
OG0014589				cyc_03297																	
OG0014590				cyc_03299																	
OG0014591				cyc_00795																	
OG0014592				cyc_00804																	
OG0014593				cyc_00805																	
OG0014594				cyc_06998																	
OG0014595				cyc_06999																	
OG0014596				cyc_08485																	
OG0014597				cyc_05147																	
OG0014598				cyc_03634																	
OG0014599				cyc_03640																	
OG0014600				cyc_03643																	
OG0014601				cyc_00868																	
OG0014602				cyc_08917																	
OG0014603				cyc_08918																	
OG0014604				cyc_06967																	
OG0014605				cyc_08151																	
OG0014606				cyc_09104																	
OG0014607				cyc_00344																	
OG0014608				cyc_07496																	
OG0014609				cyc_07497																	
OG0014610				cyc_07499																	
OG0014611				cyc_03346																	
OG0014612				cyc_05111																	
OG0014613				cyc_05115																	
OG0014614				cyc_05122																	
OG0014615				cyc_05127																	
OG0014616				cyc_08046																	
OG0014617				cyc_08049																	
OG0014618				cyc_08053																	
OG0014619				cyc_03953																	
OG0014620				cyc_03957																	
OG0014621				cyc_03960																	
OG0014622				cyc_03965																	
OG0014623				cyc_03966																	
OG0014624				cyc_03967																	
OG0014625				cyc_05711																	
OG0014626				cyc_05712																	
OG0014627				cyc_05714																	
OG0014628				cyc_05717																	
OG0014629				cyc_09147																	
OG0014630				cyc_07465																	
OG0014631				cyc_07467																	
OG0014632				cyc_08552																	
OG0014633				cyc_03871																	
OG0014634				cyc_03872																	
OG0014635				cyc_03873																	
OG0014636				cyc_08157																	
OG0014637				cyc_08158																	
OG0014638				cyc_08160																	
OG0014639				cyc_05626																	
OG0014640				cyc_05628																	
OG0014641				cyc_05503																	
OG0014642				cyc_05504																	
OG0014643				cyc_05505																	
OG0014644				cyc_08600																	
OG0014645				cyc_08090																	
OG0014646				cyc_08879																	
OG0014647				cyc_08204																	
OG0014648				cyc_07618																	
OG0014649				cyc_02623																	
OG0014650				cyc_02918																	
OG0014651				cyc_02924																	
OG0014652				cyc_02926																	
OG0014653				cyc_02927																	
OG0014654				cyc_02936																	
OG0014655				cyc_02937																	
OG0014656				cyc_02945																	
OG0014657				cyc_08320																	
OG0014658				cyc_08321																	
OG0014659				cyc_08016																	
OG0014660				cyc_06915																	
OG0014661				cyc_06919																	
OG0014662				cyc_06921																	
OG0014663				cyc_08873																	
OG0014664				cyc_08874																	
OG0014665				cyc_07653																	
OG0014666				cyc_07982																	
OG0014667				cyc_06742																	
OG0014668				cyc_06743																	
OG0014669				cyc_06744																	
OG0014670				cyc_05416																	
OG0014671				cyc_05417																	
OG0014672				cyc_05418																	
OG0014673				cyc_06219																	
OG0014674				cyc_03245																	
OG0014675				cyc_03249																	
OG0014676				cyc_03251																	
OG0014677				cyc_03252																	
OG0014678				cyc_03257																	
OG0014679				cyc_07249																	
OG0014680				cyc_08929																	
OG0014681				cyc_05267																	
OG0014682				cyc_05269																	
OG0014683				cyc_08503																	
OG0014684				cyc_06176																	
OG0014685				cyc_06180																	
OG0014686				cyc_06181																	
OG0014687				cyc_06182																	
OG0014688				cyc_06400																	
OG0014689				cyc_05893																	
OG0014690				cyc_06039																	
OG0014691				cyc_06043																	
OG0014692				cyc_06046																	
OG0014693				cyc_06047																	
OG0014694				cyc_07441																	
OG0014695				cyc_03205																	
OG0014696				cyc_03210																	
OG0014697				cyc_03212																	
OG0014698				cyc_03216																	
OG0014699				cyc_03217																	
OG0014700				cyc_01710																	
OG0014701				cyc_01711																	
OG0014702				cyc_01713																	
OG0014703				cyc_01715																	
OG0014704				cyc_01716																	
OG0014705				cyc_01718																	
OG0014706				cyc_01721																	
OG0014707				cyc_06929																	
OG0014708				cyc_03144																	
OG0014709				cyc_03145																	
OG0014710				cyc_08394																	
OG0014711				cyc_05903																	
OG0014712				cyc_05909																	
OG0014713				cyc_06869																	
OG0014714				cyc_06874																	
OG0014715				cyc_06876																	
OG0014716				cyc_00343																	
OG0014717				cyc_05961																	
OG0014718				cyc_08557																	
OG0014719				cyc_03036																	
OG0014720				cyc_03037																	
OG0014721				cyc_03038																	
OG0014722				cyc_03040																	
OG0014723				cyc_03041																	
OG0014724				cyc_03047																	
OG0014725				cyc_03048																	
OG0014726				cyc_04313																	
OG0014727				cyc_04314																	
OG0014728				cyc_04324																	
OG0014729				cyc_06152																	
OG0014730				cyc_06157																	
OG0014731				cyc_05099																	
OG0014732				cyc_05101																	
OG0014733				cyc_05816																	
OG0014734				cyc_07186																	
OG0014735				cyc_07187																	
OG0014736				cyc_09007																	
OG0014737				cyc_02688																	
OG0014738				cyc_02691																	
OG0014739				cyc_02692																	
OG0014740				cyc_08625																	
OG0014741				cyc_08628																	
OG0014742				cyc_06273																	
OG0014743				cyc_07287																	
OG0014744				cyc_07386																	
OG0014745				cyc_01472																	
OG0014746				cyc_01473																	
OG0014747				cyc_01474																	
OG0014748				cyc_01477																	
OG0014749				cyc_01479																	
OG0014750				cyc_01481																	
OG0014751				cyc_01482																	
OG0014752				cyc_01495																	
OG0014753				cyc_01499																	
OG0014754				cyc_01501																	
OG0014755				cyc_01503																	
OG0014756				cyc_01515																	
OG0014757				cyc_01518																	
OG0014758				cyc_01523																	
OG0014759				cyc_01524																	
OG0014760				cyc_01526																	
OG0014761				cyc_01528																	
OG0014762				cyc_01532																	
OG0014763				cyc_01533																	
OG0014764				cyc_01536																	
OG0014765				cyc_05041																	
OG0014766				cyc_05042																	
OG0014767				cyc_05043																	
OG0014768				cyc_09157																	
OG0014769				cyc_02679																	
OG0014770				cyc_02680																	
OG0014771				cyc_02682																	
OG0014772				cyc_02685																	
OG0014773				cyc_06502																	
OG0014774				cyc_06503																	
OG0014775				cyc_03330																	
OG0014776				cyc_03333																	
OG0014777				cyc_03335																	
OG0014778				cyc_03338																	
OG0014779				cyc_06068																	
OG0014780				cyc_06072																	
OG0014781				cyc_08562																	
OG0014782				cyc_08563																	
OG0014783				cyc_08565																	
OG0014784				cyc_03222																	
OG0014785				cyc_03223																	
OG0014786				cyc_09234																	
OG0014787				cyc_04200																	
OG0014788				cyc_04204																	
OG0014789				cyc_06381																	
OG0014790				cyc_09108																	
OG0014791				cyc_08456																	
OG0014792				cyc_08458																	
OG0014793				cyc_08460																	
OG0014794				cyc_08461																	
OG0014795				cyc_00488																	
OG0014796				cyc_00493																	
OG0014797				cyc_00494																	
OG0014798				cyc_00500																	
OG0014799				cyc_07115																	
OG0014800				cyc_07118																	
OG0014801				cyc_08279																	
OG0014802				cyc_08283																	
OG0014803				cyc_08617																	
OG0014804				cyc_08660																	
OG0014805				cyc_08662																	
OG0014806				cyc_05928																	
OG0014807				cyc_05930																	
OG0014808				cyc_04097																	
OG0014809				cyc_04098																	
OG0014810				cyc_04099																	
OG0014811				cyc_04101																	
OG0014812				cyc_04105																	
OG0014813				cyc_04106																	
OG0014814				cyc_04108																	
OG0014815				cyc_09184																	
OG0014816				cyc_06099																	
OG0014817				cyc_02854																	
OG0014818				cyc_02861																	
OG0014819				cyc_07882																	
OG0014820				cyc_07380																	
OG0014821				cyc_08425																	
OG0014822				cyc_09409																	
OG0014823				cyc_07070																	
OG0014824				cyc_07072																	
OG0014825				cyc_08302																	
OG0014826				cyc_08303																	
OG0014827				cyc_08306																	
OG0014828				cyc_08307																	
OG0014829				cyc_01857																	
OG0014830				cyc_01863																	
OG0014831				cyc_09093																	
OG0014832				cyc_09092																	
OG0014833				cyc_06394																	
OG0014834				cyc_06397																	
OG0014835				cyc_05401																	
OG0014836				cyc_05403																	
OG0014837				cyc_05404																	
OG0014838				cyc_04118																	
OG0014839				cyc_04123																	
OG0014840				cyc_09288																	
OG0014841				cyc_02321																	
OG0014842				cyc_02324																	
OG0014843				cyc_02325																	
OG0014844				cyc_00195																	
OG0014845				cyc_00197																	
OG0014846				cyc_00199																	
OG0014847				cyc_00200																	
OG0014848				cyc_00202																	
OG0014849				cyc_00209																	
OG0014850				cyc_00210																	
OG0014851				cyc_00211																	
OG0014852				cyc_08630																	
OG0014853				cyc_05389																	
OG0014854				cyc_05394																	
